-0.00305648, 0.219002, -0.426314, -0.563781, 1.27216, 0.146451
-0.0080887, 0.323696, 0.106625, -0.500609, -1.19717, -0.00155231
-0.390019, -0.270376, 0.0141553, 0.713051, 1.00417, 0.199213
-0.276768, -0.177777, 0.183086, 1.07028, 0.0294628, -0.00468229
-0.0658028, 0.0431984, 0.306695, 0.358676, -0.800947, -0.0919012
-0.159135, 0.352727, -0.254186, 1.31688, -0.959886, -0.235767
-0.238311, 0.350929, 0.180818, -0.179004, 0.331801, 0.0029247
0.0690694, -0.381179, 0.00368793, -1.22391, 0.0288006, 0.319104
-0.181056, -0.0147306, 0.311088, 0.702669, 0.646645, -0.00337633
0.273725, -0.240378, 0.126092, -1.1085, -1.11384, -0.00588832
0.184721, 0.164181, -0.241827, 0.123335, 0.224117, -0.051528
0.0155876, 0.0945931, 0.0272023, -0.110891, 0.133599, 0.00247134
0.160446, 0.338254, 0.269902, 0.356381, -0.787278, -0.0872714
0.0375558, -0.255402, 0.0159009, 1.44931, 1.48221, -0.00492254
0.0764127, -0.0687735, -0.0324426, -0.778694, 1.09998, -0.359426
0.14966, 0.206454, 0.328385, 0.475663, -1.07818, -0.129714
0.203845, 0.0854469, -0.287683, 0.486473, -0.582095, 0.283435
-0.178007, -0.10275, -0.0227955, -1.1264, -1.59462, -0.321119
-0.0224943, 0.0612965, 0.0404869, 0.983291, -1.38845, 0.450485
0.279773, -0.344269, 0.137485, 1.00933, -0.656384, 0.00204779
0.160208, 0.0244541, -0.023906, -0.613139, 0.852498, -0.274367
-0.102197, -0.198863, 0.106809, -1.32543, 0.5437, 0.00361191
-0.26596, -0.020951, 0.271726, -0.561309, -0.597857, 0.00380905
0.0826219, 0.25958, 0.318733, 0.602873, 1.09632, 0.0118258
-0.366738, -0.193541, 0.338794, -0.56478, 0.678487, -0.333387
-0.38206, -0.344565, -0.00460099, 1.50346, -0.0311007, -0.392301
0.254658, -0.319458, 0.00451436, 0.508624, -1.30691, -8.98942e-05
-0.366342, -0.352497, 0.158288, -0.812806, 0.599233, 0.146507
-0.367447, -0.0275516, 0.369003, -0.775057, 0.00953854, -0.000267342
-0.368428, 0.258298, 0.0892843, -0.791478, 1.32233, 0.0035727
0.0438071, -0.0854744, 0.204404, 0.657654, 0.947758, -0.00630271
-0.0981734, -0.0858568, 0.0213696, 1.07283, 1.51767, 0.30739